clip_id,rejection_reason
no_throw_clip_1060,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1061,not_rejected
no_throw_clip_1062,not_rejected
no_throw_clip_1063,not_rejected
no_throw_clip_1064,not_rejected
no_throw_clip_1065,not_rejected
no_throw_clip_1066,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1067,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1068,not_rejected
no_throw_clip_1069,not_rejected
no_throw_clip_107,not_rejected
no_throw_clip_1070,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1071,not_rejected
no_throw_clip_1072,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1073,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1074,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1075,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1076,not_rejected
no_throw_clip_1077,not_rejected
no_throw_clip_1078,not_rejected
no_throw_clip_1079,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_108,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1080,not_rejected
no_throw_clip_1081,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1082,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1083,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1084,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1085,not_rejected
no_throw_clip_1086,not_rejected
no_throw_clip_1087,not_rejected
no_throw_clip_1088,not_rejected
no_throw_clip_1089,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_109,not_rejected
no_throw_clip_1090,not_rejected
no_throw_clip_1091,not_rejected
no_throw_clip_1092,not_rejected
no_throw_clip_1093,not_rejected
no_throw_clip_1094,not_rejected
no_throw_clip_1095,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1096,not_rejected
no_throw_clip_1097,not_rejected
no_throw_clip_1098,not_rejected
no_throw_clip_1099,not_rejected
no_throw_clip_11,not_rejected
no_throw_clip_110,not_rejected
no_throw_clip_1100,not_rejected
no_throw_clip_1101,not_rejected
no_throw_clip_1102,not_rejected
no_throw_clip_1103,not_rejected
no_throw_clip_1104,not_rejected
no_throw_clip_1105,not_rejected
no_throw_clip_1106,not_rejected
no_throw_clip_1107,not_rejected
no_throw_clip_1108,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1109,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_111,not_rejected
no_throw_clip_1110,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1111,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1112,not_rejected
no_throw_clip_1113,not_rejected
no_throw_clip_1114,not_rejected
no_throw_clip_1115,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1116,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1117,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1118,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1119,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_112,not_rejected
no_throw_clip_1120,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1121,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1122,not_rejected
no_throw_clip_1123,not_rejected
no_throw_clip_1124,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1125,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1126,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1127,not_rejected
no_throw_clip_1128,not_rejected
no_throw_clip_1129,not_rejected
no_throw_clip_113,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1130,not_rejected
no_throw_clip_1131,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1132,not_rejected
no_throw_clip_1133,not_rejected
no_throw_clip_1134,not_rejected
no_throw_clip_1135,not_rejected
no_throw_clip_1136,not_rejected
no_throw_clip_1137,not_rejected
no_throw_clip_1138,not_rejected
no_throw_clip_1139,not_rejected
no_throw_clip_114,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1140,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1141,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1142,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1143,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1144,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1145,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1146,not_rejected
no_throw_clip_1147,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1148,not_rejected
no_throw_clip_1149,not_rejected
no_throw_clip_115,not_rejected
no_throw_clip_1150,not_rejected
no_throw_clip_1151,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1152,not_rejected
no_throw_clip_1153,not_rejected
no_throw_clip_1154,not_rejected
no_throw_clip_1155,not_rejected
no_throw_clip_1156,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1157,not_rejected
no_throw_clip_1158,not_rejected
no_throw_clip_1159,not_rejected
no_throw_clip_116,not_rejected
no_throw_clip_1160,not_rejected
no_throw_clip_1161,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1162,not_rejected
no_throw_clip_1163,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1164,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1165,not_rejected
no_throw_clip_1166,not_rejected
no_throw_clip_1167,not_rejected
no_throw_clip_1168,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1169,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_117,not_rejected
no_throw_clip_1170,not_rejected
no_throw_clip_1171,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1172,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1173,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1174,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1175,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1176,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1177,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1178,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1179,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_118,not_rejected
no_throw_clip_1180,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1181,not_rejected
no_throw_clip_1182,not_rejected
no_throw_clip_1183,not_rejected
no_throw_clip_1184,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1185,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1186,not_rejected
no_throw_clip_1187,not_rejected
no_throw_clip_1188,not_rejected
no_throw_clip_1189,not_rejected
no_throw_clip_119,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1190,not_rejected
no_throw_clip_1191,not_rejected
no_throw_clip_1192,not_rejected
no_throw_clip_1193,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1194,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1195,not_rejected
no_throw_clip_1196,not_rejected
no_throw_clip_1197,not_rejected
no_throw_clip_1198,not_rejected
no_throw_clip_1199,not_rejected
no_throw_clip_12,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_120,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1200,not_rejected
no_throw_clip_1201,not_rejected
no_throw_clip_1202,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1203,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1204,not_rejected
no_throw_clip_1205,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1206,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1207,not_rejected
no_throw_clip_1208,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1209,not_rejected
no_throw_clip_121,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1210,not_rejected
no_throw_clip_1211,not_rejected
no_throw_clip_1212,not_rejected
no_throw_clip_1213,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1214,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1215,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1216,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1217,not_rejected
no_throw_clip_1218,not_rejected
no_throw_clip_1219,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_122,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1220,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1221,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1222,not_rejected
no_throw_clip_1223,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1224,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1225,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1226,not_rejected
no_throw_clip_1227,not_rejected
no_throw_clip_1228,not_rejected
no_throw_clip_1229,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_123,not_rejected
no_throw_clip_1230,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1231,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1232,not_rejected
no_throw_clip_1233,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1234,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1235,not_rejected
no_throw_clip_1236,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1237,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1238,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1239,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_124,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1240,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1241,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1242,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1243,not_rejected
no_throw_clip_1244,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1245,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1246,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1247,not_rejected
no_throw_clip_1248,not_rejected
no_throw_clip_1249,not_rejected
no_throw_clip_125,not_rejected
no_throw_clip_1250,not_rejected
no_throw_clip_1251,not_rejected
no_throw_clip_1252,not_rejected
no_throw_clip_1253,not_rejected
no_throw_clip_1254,not_rejected
no_throw_clip_1255,not_rejected
no_throw_clip_1256,not_rejected
no_throw_clip_1257,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1258,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1259,not_rejected
no_throw_clip_126,not_rejected
no_throw_clip_1260,not_rejected
no_throw_clip_1261,not_rejected
no_throw_clip_1262,not_rejected
no_throw_clip_1263,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1264,not_rejected
no_throw_clip_1265,not_rejected
no_throw_clip_1266,not_rejected
no_throw_clip_1267,not_rejected
no_throw_clip_1268,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1269,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_127,not_rejected
no_throw_clip_1270,not_rejected
no_throw_clip_1271,not_rejected
no_throw_clip_1272,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1273,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1274,not_rejected
no_throw_clip_1275,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1276,not_rejected
no_throw_clip_1277,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1278,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1279,not_rejected
no_throw_clip_128,not_rejected
no_throw_clip_1280,not_rejected
no_throw_clip_1281,not_rejected
no_throw_clip_1282,not_rejected
no_throw_clip_1283,not_rejected
no_throw_clip_1284,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1285,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1286,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1287,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1288,not_rejected
no_throw_clip_1289,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_129,not_rejected
no_throw_clip_1290,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1291,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1292,not_rejected
no_throw_clip_1293,not_rejected
no_throw_clip_1294,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1295,player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1296,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1297,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1298,not_rejected
no_throw_clip_1299,not_rejected
no_throw_clip_13,not_rejected
no_throw_clip_130,not_rejected
no_throw_clip_1300,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1301,not_rejected
no_throw_clip_1302,not_rejected
no_throw_clip_1303,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1304,not_rejected
no_throw_clip_1305,not_rejected
no_throw_clip_1306,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1307,not_rejected
no_throw_clip_1308,not_rejected
no_throw_clip_1309,not_rejected
no_throw_clip_131,not_rejected
no_throw_clip_1310,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1311,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1312,not_rejected
no_throw_clip_1313,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1314,not_rejected
no_throw_clip_1315,not_rejected
no_throw_clip_1316,not_rejected
no_throw_clip_1317,not_rejected
no_throw_clip_1318,not_rejected
no_throw_clip_1319,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_132,not_rejected
no_throw_clip_1320,not_rejected
no_throw_clip_1321,not_rejected
no_throw_clip_1322,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1323,not_rejected
no_throw_clip_1324,not_rejected
no_throw_clip_1325,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1326,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1327,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1328,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1329,not_rejected
no_throw_clip_133,not_rejected
no_throw_clip_1330,player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1331,not_rejected
no_throw_clip_1332,not_rejected
no_throw_clip_1333,not_rejected
no_throw_clip_1334,not_rejected
no_throw_clip_1335,player_a_max_consecutive_unusable_frames_exceeded
no_throw_clip_1336,not_rejected
no_throw_clip_1337,not_rejected
no_throw_clip_1338,not_rejected
no_throw_clip_1339,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_134,not_rejected
no_throw_clip_1340,not_rejected
no_throw_clip_1341,not_rejected
no_throw_clip_1342,not_rejected
no_throw_clip_1343,not_rejected
no_throw_clip_1344,not_rejected
no_throw_clip_1345,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1346,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1347,not_rejected
no_throw_clip_1348,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1349,not_rejected
no_throw_clip_135,not_rejected
no_throw_clip_1350,not_rejected
no_throw_clip_1351,player_b_unusable_frame_fraction_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1352,not_rejected
no_throw_clip_1353,not_rejected
no_throw_clip_1354,not_rejected
no_throw_clip_1355,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1356,not_rejected
no_throw_clip_1357,player_a_unusable_frame_fraction_exceeded; player_b_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1358,player_a_unusable_frame_fraction_exceeded; player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_1359,player_a_max_consecutive_unusable_frames_exceeded; player_b_max_consecutive_unusable_frames_exceeded
no_throw_clip_136,player_a_max_consecutive_unusable_frames_exceeded
